 X		Y		Z		Time[us]
-3481		1087		-87		3.24786e-309
-3523		-123		-95		0.00638013
-3018		-58		1079		0.0128073
-12		1079		1136		0.0191604
-3281		-25		1048		0.0254025
-90		-62		1081		0.0465032
-77		1103		-49		0.0529223
-12		-122		1045		0.0589514
-19		1084		-128		0.0674129
-3555		-127		-5		0.0752433
-2974		1086		1057		0.0899779
-111		1105		1093		0.0959949
-3204		1110		-3		0.102222
-3460		-31		1130		0.116157
-117		1135		1024		0.122586
-16		1027		-121		0.128894
-3217		-93		-78		0.135096
-3534		1089		1043		0.148664
-118		1127		-55		0.154515
-95		1036		-43		0.160759
-101		-15		1113		0.166958
-85		1103		1138		0.180173
-3539		1036		1033		0.18604
-3282		-20		-116		0.192228
-2984		-110		-22		0.198432
-3218		1074		1133		0.2113
-3232		-77		1028		0.228205
-83		-85		-72		0.235653
-44		-107		1033		0.241907
-3214		1131		1050		0.24821
-89		1132		1097		0.254885
-71		-112		1104		0.26153
-64		1098		-66		0.285802
-3530		-28		1067		0.292237
-3567		-63		-35		0.298517
-2		-19		1105		0.304846
-3022		1104		-32		0.31136
-110		-121		1060		0.317855
-101		1086		1037		0.340945
-70		-5		-13		0.347284
-3239		1133		1102		0.353672
-63		1122		-95		0.360099
-45		1076		-92		0.366648
-3481		1105		-15		0.37286
-7		1114		1059		0.379169
-3235		1144		1100		0.385672
-81		-61		-62		0.392018
-3555		1071		1101		0.398406
-106		-104		1064		0.404834
-3230		-75		-110		0.411446
-117		1111		-86		0.417701
-127		-124		1101		0.42398
-6		887		1045		0.430437
-56		1065		1108		0.436713
-9		-106		1138		0.442916
-3235		-70		-121		0.449372
-3249		-88		875		0.455744
-3240		-36		-127		0.46216
-3479		1080		1126		0.468648
-3462		1110		1071		0.475309
-64		1137		-109		0.481584
-3065		-103		-113		0.48789
-105		1087		1093		0.494376
-40		1135		-48		0.500786
-74		-43		1066		0.506855
-3528		-128		1102		0.513173
-3249		1130		1055		0.519528
-2954		-124		-88		0.526055
-31		-85		1140		0.532498
-3297		-27		-44		0.539208
-30		1093		1084		0.545483
-40		-59		-16		0.551813
-122		1120		-9		0.558484
-2962		871		795		0.565075
-3251		1135		1085		0.571246
-3327		-34		879		0.577414
-8		-5		-88		0.583734
-10		1096		-120		0.590144
-3044		-65		-45		0.596422
-2983		1080		1127		0.602904
-3226		1138		1089		0.6093
-3325		1056		-95		0.61564
-3543		1076		1026		0.622096
-3237		-30		1031		0.628517
-2959		-71		-57		0.63472
-4		1029		1048		0.641145
-81		1138		-10		0.649199
-82		-104		-59		0.655541
-84		-123		1113		0.662075
-50		-97		1045		0.668357
-67		833		825		0.674683
-3203		-118		-21		0.681154
-3241		1077		-76		0.687566
-95		1097		-4		0.693988
-3252		-62		1067		0.700433
-2991		-57		1119		0.707009
-3043		1149		1107		0.71339
-12		-25		-16		0.735461
-3241		-55		-52		0.741911
-3203		1077		-48		0.748213
-101		-60		-24		0.754475
-78		1058		1092		0.761007
-3541		1129		1143		0.767439
-111		-12		-29		0.775294
-70		-127		1036		0.781344
-69		1070		1138		0.787563
-3271		1129		-77		0.793916
-25		1139		-105		0.800314
-3578		1126		-26		0.806656
-30		-47		-87		0.813044
-3049		-118		-100		0.819446
-3247		1128		1031		0.825848
-3213		-33		-26		0.832315
-3533		-117		1068		0.838756
-33		1129		1109		0.844823
-86		1136		1128		0.851066
-100		-109		874		0.857402
-101		-122		1106		0.863753
-3279		1080		-16		0.870149
-20		1056		-83		0.876406
-3481		1137		1084		0.882762
-2995		-63		1132		0.889157
-3471		1056		1053		0.895668
