 X		Y		Z		Time[us]
349		-16		-753		3.24786e-309
262		-37		-44		0.00651192
357		-59		-447		0.0134208
608		-6		-509		0.0196378
-110		-420		-5		0.0257757
272		-78		-23		0.0319216
593		-9		-723		0.0380305
-62		-507		-91		0.0441464
-13		-446		-67		0.0506424
308		-494		-698		0.0572933
358		-118		-161		0.0698681
-119		-101		-405		0.078912
378		-222		-662		0.0958698
-17		-424		-64		0.102315
-125		-78		-463		0.108923
363		-504		-35		0.115054
-111		-48		-482		0.123639
312		-101		-700		0.139178
328		-675		-709		0.145333
377		-399		-423		0.151707
-19		-47		-116		0.177948
-60		-228		-424		0.18431
-53		-108		-674		0.190784
291		-39		-111		0.197198
285		-476		-172		0.203689
-15		-658		-93		0.209932
258		-14		-761		0.216114
611		-675		-65		0.222668
-33		-191		-39		0.229601
-19		-254		-109		0.236061
-62		-649		-445		0.242534
-69		-86		-492		0.248968
371		4		-16		0.255575
330		-510		-434		0.262021
-121		-59		-643		0.268496
-100		-742		-755		0.275013
-112		-92		-463		0.281545
-14		-95		-666		0.287862
295		-684		-759		0.294098
291		-233		-422		0.300475
339		-66		-686		0.3069
-43		-233		-694		0.31337
-113		-140		-86		0.319922
314		-495		-709		0.326422
-15		5		-86		0.332996
268		-478		-464		0.339774
572		-475		-106		0.346325
369		-59		-185		0.3526
364		-202		-115		0.358904
288		-96		-433		0.365395
-122		-14		-409		0.371789
-99		-33		-465		0.378407
522		-102		-454		0.385049
-57		-214		-16		0.391475
-115		-250		-41		0.39778
359		-191		-92		0.404132
-48		-29		-105		0.410493
-52		-26		-420		0.416749
-113		-432		-110		0.423144
-39		-9		-36		0.429441
356		-450		-508		0.435788
268		-220		-463		0.442261
359		-508		-34		0.448676
-100		-512		-16		0.455329
-93		-462		-101		0.461655
314		-40		-156		0.468135
-33		-462		-460		0.474602
-7		-677		-123		0.480705
-50		-88		-100		0.487053
269		-742		-472		0.493483
371		-17		-85		0.499799
-38		-119		-437		0.506301
347		-40		-506		0.512818
-39		-81		-88		0.519201
296		-713		-756		0.525486
-48		-507		-13		0.531975
-116		-715		-389		0.538622
325		-17		-207		0.544869
302		-10		-178		0.550991
-67		-1		-99		0.557449
-47		-658		-504		0.563798
-18		-40		-100		0.57024
265		-60		-897		0.576829
-56		-905		-426		0.583281
-52		-5		-15		0.589618
343		-740		-712		0.596358
-27		-91		-451		0.603026
344		-667		-41		0.609287
-72		-181		-193		0.615439
281		-416		-397		0.621835
-50		-465		-177		0.628202
-44		-60		-97		0.634723
364		-126		-712		0.641028
-43		-466		-467		0.647417
-100		-119		-34		0.653828
-97		-54		-408		0.66026
355		-507		-47		0.666802
-101		-12		-711		0.678031
362		-24		-754		0.684348
-35		-682		-409		0.690871
-64		-104		-175		0.697265
359		-21		-8		0.703735
339		-512		-44		0.710062
-54		-161		-410		0.716403
-45		-87		-18		0.722977
-32		-422		-696		0.729484
-39		-404		-411		0.75624
333		-473		-406		0.762584
376		114		-667		0.769023
330		-46		-88		0.775738
-115		-242		-70		0.782061
-113		-43		-72		0.80893
-6		-209		-74		0.815244
267		-7		-134		0.821893
284		-86		-472		0.828507
-18		-27		-99		0.849752
527		-112		-421		0.856185
-42		-416		-385		0.862665
284		-417		-2		0.869054
563		-113		-231		0.875456
-4		-58		-22		0.882073
-109		-58		-116		0.888311
292		-110		-387		0.894557
-46		-767		-62		0.900893
279		-430		-489		0.90731
-65		-194		-450		0.91364
-95		-177		-101		0.920213
367		-648		-724		0.926538
-78		-1		-23		0.932843
629		-684		-105		0.939306
601		-135		-50		0.9458
-90		-386		-179		0.952149
290		-238		-126		0.965431
366		-397		-80		0.980133
562		-402		-387		0.986724
528		-458		-415		0.992898
-49		-482		-407		0.999399
-42		-71		-749		1.00597
-5		-439		-59		1.01265
259		-36		-455		1.03569
289		-21		-58		1.0421
331		-122		-756		1.04864
-75		-476		-671		1.05526
-24		-760		-440		1.06179
611		-747		-446		1.06852
-116		-10		-111		1.07463
-18		-445		-146		1.08079
-19		-665		-80		1.08736
325		-9		-107		1.09364
547		-762		-663		1.10034
-34		-224		-24		1.1067
293		-449		-120		1.11315
-39		-445		-99		1.11963
-60		-486		-186		1.1264
262		-110		-691		1.13309
-27		-409		-673		1.13935
-97		-123		-67		1.14556
296		-439		-670		1.15204
318		-66		-101		1.1585
-26		-430		-734		1.16494
-33		-110		-44		1.17131
366		-61		-92		1.1777
-66		-43		-91		1.18422
-47		-241		-44		1.19078
289		-31		-687		1.19767
-103		-725		-100		1.20389
513		-219		-23		1.21011
-115		-121		-107		1.2164
589		-8		-751		1.22287
-98		-22		-138		1.22931
274		-251		-29		1.23577
367		-49		-159		1.24209
625		-718		-481		1.24866
361		-461		-236		1.25534
-103		-96		-403		1.26165
573		-763		-469		1.26771
300		-4		-95		1.27408
269		-61		-420		1.28045
-34		-673		-741		1.28702
272		-417		-121		1.29358
579		-41		-680		1.29998
-32		-234		-57		1.30614
-125		-694		-116		1.31269
337		-22		-42		1.31946
-90		-463		-478		1.34345
346		-742		-26		1.34996
337		-114		-694		1.35639
326		-397		-404		1.36278
-50		-96		-89		1.36944
-54		-92		-134		1.37588
539		-679		-184		1.38658
-60		-420		-80		1.39302
-9		-98		-421		1.39954
